nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;736;;;395,91
;;;;;;;;;27;;;68,6
0;187500;66672;5934;635874;2742;62579;721;3401;721;0,39%;183378;381,889111042
1;187500;66672;5934;635874;2742;62563;737;3401;737;0,40%;183362;286,348511934
2;187500;66672;5934;635874;2742;62584;716;3401;716;0,39%;183383;410,657313108
3;187500;66672;5934;635874;2742;62582;718;3401;718;0,39%;183381;286,299426794
4;187500;66672;5934;635874;2742;62556;744;3401;744;0,40%;183355;349,736387968
5;187500;66672;5934;635874;2742;62565;735;3401;735;0,40%;183364;351,846295118
6;187500;66672;5934;635874;2742;62506;794;3401;794;0,43%;183305;414,187293053
7;187500;66672;5934;635874;2742;62584;716;3401;716;0,39%;183383;330,118259907
8;187500;66672;5934;635874;2742;62543;757;3401;757;0,41%;183342;349,496909857
9;187500;66672;5934;635874;2742;62569;731;3401;731;0,40%;183368;379,433022022
10;187500;66672;5934;635874;2742;62555;745;3401;745;0,40%;183354;318,427908897
11;187500;66672;5934;635874;2742;62541;759;3401;759;0,41%;183340;444,98825407
12;187500;66672;5934;635874;2742;62579;721;3401;721;0,39%;183378;351,895251989
13;187500;66672;5934;635874;2742;62574;726;3401;726;0,39%;183373;382,648428917
14;187500;66672;5934;635874;2742;62583;717;3401;717;0,39%;183382;287,240550041
15;187500;66672;5934;635874;2742;62601;699;3401;699;0,38%;183400;318,874443054
16;187500;66672;5934;635874;2742;62544;756;3401;756;0,41%;183343;412,130456924
17;187500;66672;5934;635874;2742;62567;733;3401;733;0,40%;183366;403,907876968
18;187500;66672;5934;635874;2742;62488;812;3401;812;0,44%;183287;463,302131176
19;187500;66672;5934;635874;2742;62569;731;3401;731;0,40%;183368;472,186120033
20;187500;66672;5934;635874;2742;62559;741;3401;741;0,40%;183358;397,459902048
21;187500;66672;5934;635874;2742;62590;710;3401;710;0,39%;183389;488,698271036
22;187500;66672;5934;635874;2742;62594;706;3401;706;0,38%;183393;373,886738777
23;187500;66672;5934;635874;2742;62529;771;3401;771;0,42%;183328;564,057229996
24;187500;66672;5934;635874;2742;62583;717;3401;717;0,39%;183382;474,685583115
25;187500;66672;5934;635874;2742;62581;719;3401;719;0,39%;183380;401,839667082
26;187500;66672;5934;635874;2742;62601;699;3401;699;0,38%;183400;478,038152933
27;187500;66672;5934;635874;2742;62558;742;3401;742;0,40%;183357;500,432343006
28;187500;66672;5934;635874;2742;62526;774;3401;774;0,42%;183325;383,992903948
29;187500;66672;5934;635874;2742;62567;733;3401;733;0,40%;183366;418,701477051
;;;;;;;;;;0,40%;;
;;;;;;;;;;0,01%;;
