nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;176075;1500;174575;10381;311;10070;187500;1044;1811;0,97%;184645;20,9898269176;765,631444931;786,621271849
1;176075;1604;174471;10381;329;10052;187500;1044;1933;1,04%;184523;21,02146101;766,477255106;787,498716116
2;176075;1613;174462;10381;310;10071;187500;1044;1923;1,03%;184533;20,7163228989;617,701991081;638,41831398
3;176075;1380;174695;10381;346;10035;187500;1044;1726;0,93%;184730;20,8376190662;690,909451008;711,747070074
4;176075;1436;174639;10381;341;10040;187500;1044;1777;0,95%;184679;20,6446831226;767,57800293;788,222686052
5;176075;1613;174462;10381;300;10081;187500;1044;1913;1,03%;184543;20,8033950329;773,471326113;794,274721146
6;176075;1383;174692;10381;316;10065;187500;1044;1699;0,91%;184757;20,9745819569;761,900690079;782,875272036
7;176075;1605;174470;10381;274;10107;187500;1044;1879;1,01%;184577;21,4765570164;692,714040995;714,190598011
8;176075;1219;174856;10381;269;10112;187500;1044;1488;0,80%;184968;20,7006950378;768,473540068;789,174235106
9;176075;1677;174398;10381;317;10064;187500;1044;1994;1,07%;184462;20,7674138546;689,986436129;710,753849983
10;176075;1454;174621;10381;281;10100;187500;1044;1735;0,93%;184721;20,8474881649;687,025518894;707,873007059
11;176075;1682;174393;10381;323;10058;187500;1044;2005;1,08%;184451;20,8211081028;761,575052977;782,396161079
12;176075;1434;174641;10381;336;10045;187500;1044;1770;0,95%;184686;20,7995860577;763,481858015;784,281444073
13;176075;1501;174574;10381;313;10068;187500;1044;1814;0,97%;184642;20,6980030537;758,48526001;779,183263063
14;176075;1450;174625;10381;305;10076;187500;1044;1755;0,94%;184701;20,4680819511;763,528352022;783,996433973
15;176075;1507;174568;10381;281;10100;187500;1044;1788;0,96%;184668;20,8514449596;764,817098856;785,668543816
16;176075;1543;174532;10381;314;10067;187500;1044;1857;1,00%;184599;20,6224648952;755,562984943;776,185449839
17;176075;1446;174629;10381;337;10044;187500;1044;1783;0,96%;184673;21,0643081665;833,87161684;854,935925007
18;176075;1665;174410;10381;321;10060;187500;1044;1986;1,07%;184470;20,7768690586;755,33107686;776,107945919
19;176075;1505;174570;10381;333;10048;187500;1044;1838;0,99%;184618;20,5751810074;761,389005899;781,964186907
20;176075;1309;174766;10381;345;10036;187500;1044;1654;0,89%;184802;21,136797905;608,189173937;629,325971842
21;176075;1574;174501;10381;310;10071;187500;1044;1884;1,01%;184572;20,6980140209;758,310657978;779,008671999
22;176075;1517;174558;10381;340;10041;187500;1044;1857;1,00%;184599;20,6298959255;758,016564131;778,646460056
23;176075;1418;174657;10381;314;10067;187500;1044;1732;0,93%;184724;20,9688630104;761,10352993;782,072392941
24;176075;1460;174615;10381;324;10057;187500;1044;1784;0,96%;184672;20,8514840603;683,149340153;704,000824213
25;176075;1564;174511;10381;285;10096;187500;1044;1849;0,99%;184607;20,4809539318;821,251343012;841,732296944
26;176075;1070;175005;10381;336;10045;187500;1044;1406;0,75%;185050;20,2471039295;894,609924078;914,857028008
27;176075;1553;174522;10381;318;10063;187500;1044;1871;1,00%;184585;26,389136076;967,982968092;994,372104168
28;176075;1602;174473;10381;326;10055;187500;1044;1928;1,03%;184528;25,5724768639;933,696776152;959,269253016
29;176075;1756;174319;10381;339;10042;187500;1044;2095;1,12%;184361;26,4569318295;960,443997145;986,900928974
;;;;;;;;;1818;0,97%;;;;789,55
;;;;;;;;;142;0,08%;;;;85,88
